PERMNO,date,TICKER,PRC,SHROUT,Market Cap
90880,20161107,AMP,91.2,161421,14721595.2
90979,20161107,UA,31.26,183389,5732740.14
90993,20161107,ICE,54.43,595770,32427761.1
91041,20161107,LYV,27.69,203085,5623423.65
91063,20161107,VIAB,37.56,347381,13047630.36
91068,20161107,CMG,382.48999,28949,11072702.72
91103,20161107,UAL,58.53,317286,18570749.58
91152,20161107,TDG,270.45001,53265,14405519.78
91233,20161107,MA,105.96,1069495,113323690.2
91391,20161107,WIN,7.23,96115,694911.45
91392,20161107,WYN,66.41,107777,7157470.57
91416,20161107,HBI,24.3,377945,9184063.5
91461,20161107,WU,20.36,487734,9930264.24
91547,20161107,LDOS,44.18,149760,6616396.8
91556,20161107,ROST,62.59,394120,24667970.8
91611,20161107,FSLR,33.76,103913,3508102.88
91650,20161107,SE,41.5,701289,29103493.5
91668,20161107,IPGP,96.02,53107,5099334.14
91849,20161107,BR,65.18,118461,7721287.98
91926,20161107,DAL,44.21,748908,33109222.68
91937,20161107,TMUS,50.35,824015,41489155.25
92121,20161107,DFS,57.74,394399,22772598.26
92157,20161107,TEL,64.71,355550,23007640.5
92239,20161107,CXO,131.10001,140788,18457308.21
92293,20161107,TDC,27.11,130400,3535144
92322,20161107,ULTA,232.59,62316,14494078.44
92402,20161107,MSCI,80.86,94124,7610866.64
92602,20161107,PM,97.33,1551350,150992895.5
92611,20161107,V,82.51,1871000,154376210
92614,20161107,AWK,71.35,177902,12693307.7
92618,20161107,DPS,87.7,183715,16111805.5
92655,20161107,UNH,141.92999,952391,135172845.1
92709,20161107,SNI,65.43,95257,6232665.51
92778,20161107,DISCK,24.73,234669,5803364.37
92890,20161107,MJN,73.39,184723,13556820.97
93002,20161107,AVGO,176.96001,398281,70479809.74
93089,20161107,VRSK,83.1,167451,13915178.1
93096,20161107,DG,69.77,281744,19657278.88
93132,20161107,FTNT,31.45,173039,5442076.55
93159,20161107,ESV,7.46,303048,2260738.08
93422,20161107,QEP,16.31,239558,3907190.98
93429,20161107,CBOE,63.7,81285,5177854.5
